filename,spec_path,name,label_id,source_model
diff_northern_cardinal_000.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_northern_cardinal_000.npy,Northern Cardinal,0,conditional_diffusion
diff_northern_cardinal_001.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_northern_cardinal_001.npy,Northern Cardinal,0,conditional_diffusion
diff_northern_cardinal_002.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_northern_cardinal_002.npy,Northern Cardinal,0,conditional_diffusion
diff_northern_cardinal_003.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_northern_cardinal_003.npy,Northern Cardinal,0,conditional_diffusion
diff_northern_cardinal_004.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_northern_cardinal_004.npy,Northern Cardinal,0,conditional_diffusion
diff_northern_cardinal_005.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_northern_cardinal_005.npy,Northern Cardinal,0,conditional_diffusion
diff_northern_cardinal_006.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_northern_cardinal_006.npy,Northern Cardinal,0,conditional_diffusion
diff_northern_cardinal_007.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_northern_cardinal_007.npy,Northern Cardinal,0,conditional_diffusion
diff_song_sparrow_000.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_song_sparrow_000.npy,Song Sparrow,1,conditional_diffusion
diff_song_sparrow_001.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_song_sparrow_001.npy,Song Sparrow,1,conditional_diffusion
diff_song_sparrow_002.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_song_sparrow_002.npy,Song Sparrow,1,conditional_diffusion
diff_song_sparrow_003.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_song_sparrow_003.npy,Song Sparrow,1,conditional_diffusion
diff_song_sparrow_004.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_song_sparrow_004.npy,Song Sparrow,1,conditional_diffusion
diff_song_sparrow_005.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_song_sparrow_005.npy,Song Sparrow,1,conditional_diffusion
diff_song_sparrow_006.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_song_sparrow_006.npy,Song Sparrow,1,conditional_diffusion
diff_song_sparrow_007.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_song_sparrow_007.npy,Song Sparrow,1,conditional_diffusion
diff_american_robin_000.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_american_robin_000.npy,American Robin,2,conditional_diffusion
diff_american_robin_001.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_american_robin_001.npy,American Robin,2,conditional_diffusion
diff_american_robin_002.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_american_robin_002.npy,American Robin,2,conditional_diffusion
diff_american_robin_003.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_american_robin_003.npy,American Robin,2,conditional_diffusion
diff_american_robin_004.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_american_robin_004.npy,American Robin,2,conditional_diffusion
diff_american_robin_005.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_american_robin_005.npy,American Robin,2,conditional_diffusion
diff_american_robin_006.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_american_robin_006.npy,American Robin,2,conditional_diffusion
diff_american_robin_007.npy,D:\ECE1508\code\bird_song_gen\outputs\conditional_diffusion\generated_npy\diff_american_robin_007.npy,American Robin,2,conditional_diffusion
