split,name,species_slug,genus,species,id,filename,relative_wav_path,source_url,license,recordist,date,sound_type
train,American Robin,american_robin,Turdus,migratorius,13602,13602-0.wav,wavfiles/13602-0.wav,//www.xeno-canto.org/13602,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2007-05-24,song
train,American Robin,american_robin,Turdus,migratorius,13602,13602-1.wav,wavfiles/13602-1.wav,//www.xeno-canto.org/13602,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2007-05-24,song
train,American Robin,american_robin,Turdus,migratorius,13602,13602-10.wav,wavfiles/13602-10.wav,//www.xeno-canto.org/13602,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2007-05-24,song
train,American Robin,american_robin,Turdus,migratorius,13602,13602-11.wav,wavfiles/13602-11.wav,//www.xeno-canto.org/13602,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2007-05-24,song
train,American Robin,american_robin,Turdus,migratorius,13602,13602-12.wav,wavfiles/13602-12.wav,//www.xeno-canto.org/13602,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2007-05-24,song
train,American Robin,american_robin,Turdus,migratorius,13602,13602-13.wav,wavfiles/13602-13.wav,//www.xeno-canto.org/13602,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2007-05-24,song
train,American Robin,american_robin,Turdus,migratorius,13602,13602-14.wav,wavfiles/13602-14.wav,//www.xeno-canto.org/13602,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2007-05-24,song
train,American Robin,american_robin,Turdus,migratorius,13602,13602-2.wav,wavfiles/13602-2.wav,//www.xeno-canto.org/13602,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2007-05-24,song
train,American Robin,american_robin,Turdus,migratorius,13602,13602-3.wav,wavfiles/13602-3.wav,//www.xeno-canto.org/13602,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2007-05-24,song
train,American Robin,american_robin,Turdus,migratorius,13602,13602-4.wav,wavfiles/13602-4.wav,//www.xeno-canto.org/13602,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2007-05-24,song
train,American Robin,american_robin,Turdus,migratorius,13602,13602-9.wav,wavfiles/13602-9.wav,//www.xeno-canto.org/13602,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2007-05-24,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-0.wav,wavfiles/14442-0.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-1.wav,wavfiles/14442-1.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-10.wav,wavfiles/14442-10.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-11.wav,wavfiles/14442-11.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-12.wav,wavfiles/14442-12.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-13.wav,wavfiles/14442-13.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-14.wav,wavfiles/14442-14.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-2.wav,wavfiles/14442-2.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-3.wav,wavfiles/14442-3.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-5.wav,wavfiles/14442-5.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-6.wav,wavfiles/14442-6.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-7.wav,wavfiles/14442-7.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-8.wav,wavfiles/14442-8.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,14442,14442-9.wav,wavfiles/14442-9.wav,//www.xeno-canto.org/14442,//creativecommons.org/licenses/by-nc-nd/2.5/,Chris Parrish,2007-06-11,song
train,American Robin,american_robin,Turdus,migratorius,34766,34766-0.wav,wavfiles/34766-0.wav,//www.xeno-canto.org/34766,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2009-05-08,song
train,American Robin,american_robin,Turdus,migratorius,34766,34766-1.wav,wavfiles/34766-1.wav,//www.xeno-canto.org/34766,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2009-05-08,song
train,American Robin,american_robin,Turdus,migratorius,34766,34766-10.wav,wavfiles/34766-10.wav,//www.xeno-canto.org/34766,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2009-05-08,song
train,American Robin,american_robin,Turdus,migratorius,34766,34766-11.wav,wavfiles/34766-11.wav,//www.xeno-canto.org/34766,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2009-05-08,song
train,American Robin,american_robin,Turdus,migratorius,34766,34766-12.wav,wavfiles/34766-12.wav,//www.xeno-canto.org/34766,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2009-05-08,song
train,American Robin,american_robin,Turdus,migratorius,34766,34766-2.wav,wavfiles/34766-2.wav,//www.xeno-canto.org/34766,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2009-05-08,song
train,American Robin,american_robin,Turdus,migratorius,34766,34766-3.wav,wavfiles/34766-3.wav,//www.xeno-canto.org/34766,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2009-05-08,song
train,American Robin,american_robin,Turdus,migratorius,34766,34766-4.wav,wavfiles/34766-4.wav,//www.xeno-canto.org/34766,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2009-05-08,song
train,American Robin,american_robin,Turdus,migratorius,34766,34766-5.wav,wavfiles/34766-5.wav,//www.xeno-canto.org/34766,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2009-05-08,song
train,American Robin,american_robin,Turdus,migratorius,34766,34766-6.wav,wavfiles/34766-6.wav,//www.xeno-canto.org/34766,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2009-05-08,song
train,American Robin,american_robin,Turdus,migratorius,34766,34766-7.wav,wavfiles/34766-7.wav,//www.xeno-canto.org/34766,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2009-05-08,song
train,American Robin,american_robin,Turdus,migratorius,34766,34766-8.wav,wavfiles/34766-8.wav,//www.xeno-canto.org/34766,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2009-05-08,song
train,American Robin,american_robin,Turdus,migratorius,34766,34766-9.wav,wavfiles/34766-9.wav,//www.xeno-canto.org/34766,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2009-05-08,song
train,American Robin,american_robin,Turdus,migratorius,78683,78683-0.wav,wavfiles/78683-0.wav,//www.xeno-canto.org/78683,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2011-05-26,song
train,American Robin,american_robin,Turdus,migratorius,78683,78683-1.wav,wavfiles/78683-1.wav,//www.xeno-canto.org/78683,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2011-05-26,song
train,American Robin,american_robin,Turdus,migratorius,78683,78683-10.wav,wavfiles/78683-10.wav,//www.xeno-canto.org/78683,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2011-05-26,song
train,American Robin,american_robin,Turdus,migratorius,78683,78683-11.wav,wavfiles/78683-11.wav,//www.xeno-canto.org/78683,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2011-05-26,song
train,American Robin,american_robin,Turdus,migratorius,78683,78683-2.wav,wavfiles/78683-2.wav,//www.xeno-canto.org/78683,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2011-05-26,song
train,American Robin,american_robin,Turdus,migratorius,78683,78683-3.wav,wavfiles/78683-3.wav,//www.xeno-canto.org/78683,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2011-05-26,song
train,American Robin,american_robin,Turdus,migratorius,78683,78683-4.wav,wavfiles/78683-4.wav,//www.xeno-canto.org/78683,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2011-05-26,song
train,American Robin,american_robin,Turdus,migratorius,78683,78683-5.wav,wavfiles/78683-5.wav,//www.xeno-canto.org/78683,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2011-05-26,song
train,American Robin,american_robin,Turdus,migratorius,78683,78683-6.wav,wavfiles/78683-6.wav,//www.xeno-canto.org/78683,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2011-05-26,song
train,American Robin,american_robin,Turdus,migratorius,78683,78683-7.wav,wavfiles/78683-7.wav,//www.xeno-canto.org/78683,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2011-05-26,song
train,American Robin,american_robin,Turdus,migratorius,78683,78683-8.wav,wavfiles/78683-8.wav,//www.xeno-canto.org/78683,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2011-05-26,song
train,American Robin,american_robin,Turdus,migratorius,78683,78683-9.wav,wavfiles/78683-9.wav,//www.xeno-canto.org/78683,//creativecommons.org/licenses/by-nc-nd/2.5/,Andrew Spencer,2011-05-26,song
train,American Robin,american_robin,Turdus,migratorius,96869,96869-0.wav,wavfiles/96869-0.wav,//www.xeno-canto.org/96869,//creativecommons.org/licenses/by-nc-nd/2.5/,Daniel Lane,2012-03-11,"call, song"
train,American Robin,american_robin,Turdus,migratorius,96869,96869-1.wav,wavfiles/96869-1.wav,//www.xeno-canto.org/96869,//creativecommons.org/licenses/by-nc-nd/2.5/,Daniel Lane,2012-03-11,"call, song"
train,American Robin,american_robin,Turdus,migratorius,96869,96869-10.wav,wavfiles/96869-10.wav,//www.xeno-canto.org/96869,//creativecommons.org/licenses/by-nc-nd/2.5/,Daniel Lane,2012-03-11,"call, song"
train,American Robin,american_robin,Turdus,migratorius,96869,96869-11.wav,wavfiles/96869-11.wav,//www.xeno-canto.org/96869,//creativecommons.org/licenses/by-nc-nd/2.5/,Daniel Lane,2012-03-11,"call, song"
train,American Robin,american_robin,Turdus,migratorius,96869,96869-2.wav,wavfiles/96869-2.wav,//www.xeno-canto.org/96869,//creativecommons.org/licenses/by-nc-nd/2.5/,Daniel Lane,2012-03-11,"call, song"
train,American Robin,american_robin,Turdus,migratorius,96869,96869-3.wav,wavfiles/96869-3.wav,//www.xeno-canto.org/96869,//creativecommons.org/licenses/by-nc-nd/2.5/,Daniel Lane,2012-03-11,"call, song"
train,American Robin,american_robin,Turdus,migratorius,96869,96869-4.wav,wavfiles/96869-4.wav,//www.xeno-canto.org/96869,//creativecommons.org/licenses/by-nc-nd/2.5/,Daniel Lane,2012-03-11,"call, song"
train,American Robin,american_robin,Turdus,migratorius,96869,96869-5.wav,wavfiles/96869-5.wav,//www.xeno-canto.org/96869,//creativecommons.org/licenses/by-nc-nd/2.5/,Daniel Lane,2012-03-11,"call, song"
train,American Robin,american_robin,Turdus,migratorius,96869,96869-6.wav,wavfiles/96869-6.wav,//www.xeno-canto.org/96869,//creativecommons.org/licenses/by-nc-nd/2.5/,Daniel Lane,2012-03-11,"call, song"
train,American Robin,american_robin,Turdus,migratorius,96869,96869-7.wav,wavfiles/96869-7.wav,//www.xeno-canto.org/96869,//creativecommons.org/licenses/by-nc-nd/2.5/,Daniel Lane,2012-03-11,"call, song"
train,American Robin,american_robin,Turdus,migratorius,96869,96869-8.wav,wavfiles/96869-8.wav,//www.xeno-canto.org/96869,//creativecommons.org/licenses/by-nc-nd/2.5/,Daniel Lane,2012-03-11,"call, song"
train,American Robin,american_robin,Turdus,migratorius,96869,96869-9.wav,wavfiles/96869-9.wav,//www.xeno-canto.org/96869,//creativecommons.org/licenses/by-nc-nd/2.5/,Daniel Lane,2012-03-11,"call, song"
train,American Robin,american_robin,Turdus,migratorius,97957,97957-0.wav,wavfiles/97957-0.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-1.wav,wavfiles/97957-1.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-10.wav,wavfiles/97957-10.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-11.wav,wavfiles/97957-11.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-12.wav,wavfiles/97957-12.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-13.wav,wavfiles/97957-13.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-14.wav,wavfiles/97957-14.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-15.wav,wavfiles/97957-15.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-16.wav,wavfiles/97957-16.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-17.wav,wavfiles/97957-17.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-2.wav,wavfiles/97957-2.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-3.wav,wavfiles/97957-3.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-4.wav,wavfiles/97957-4.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-5.wav,wavfiles/97957-5.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-6.wav,wavfiles/97957-6.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-7.wav,wavfiles/97957-7.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-8.wav,wavfiles/97957-8.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,97957,97957-9.wav,wavfiles/97957-9.wav,//www.xeno-canto.org/97957,//creativecommons.org/licenses/by-nc-nd/2.5/,Ryan P. O'Donnell,2012-03-31,Song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-0.wav,wavfiles/103059-0.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-1.wav,wavfiles/103059-1.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
